file_name,start_time,end_time,v0_lon,v0_lat,v1_lon,v1_lat,v2_lon,v2_lat,v3_lon,v3_lat,ratio_Al,ratio_Ca,ratio_Si,ratio_O,ratio_Fe,ratio_Mg,solar_class
ch2_cla_l1_20240701T174637826_20240701T174645826.fits,2024-07-01 17:46:37.826000,2024-07-01 17:46:45.826000,-138.814,-82.7465,-140.196,-83.8206,-133.958,-83.893,-133.483,-82.8082,20,10,40,15,15,30,A
ch2_cla_l1_20240701T174005826_20240701T174013826.fits,2024-07-01 17:40:05.826000,2024-07-01 17:40:13.826000,-132.964,-62.5745,-133.063,-63.7379,-131.36,-63.7576,-131.324,-62.5935,20,10,40,15,15,30,A
ch2_cla_l1_20240701T120104112_20240701T120112112.fits,2024-07-01 12:01:04.112000,2024-07-01 12:01:12.112000,54.8104,-82.9196,55.244,-83.9487,61.009,-83.8858,59.7403,-82.8659,20,10,40,15,15,30,A
ch2_cla_l1_20240701T131157195_20240701T131205195.fits,2024-07-01 13:11:57.195000,2024-07-01 13:12:05.195000,-128.414,42.8374,-128.429,41.4985,-127.175,41.4848,-127.134,42.8233,20,10,40,15,15,30,A
ch2_cla_l1_20240701T172533826_20240701T172541826.fits,2024-07-01 17:25:33.826000,2024-07-01 17:25:41.826000,-131.428,-18.349,-131.449,-19.6596,-130.484,-19.6708,-130.469,-18.3602,20,10,40,15,15,30,A
ch2_cla_l1_20240701T134341195_20240701T134349195.fits,2024-07-01 13:43:41.195000,2024-07-01 13:43:49.195000,-130.148,-52.6983,-130.204,-53.8973,-128.862,-53.9123,-128.84,-52.7129,20,10,40,15,15,30,A
ch2_cla_l1_20240701T145937767_20240701T145945767.fits,2024-07-01 14:59:37.767000,2024-07-01 14:59:45.767000,-128.878,69.6717,-128.923,68.4014,-126.568,68.375,-126.388,69.6438,20,10,40,15,15,30,A
ch2_cla_l1_20240701T154521767_20240701T154529767.fits,2024-07-01 15:45:21.767000,2024-07-01 15:45:29.767000,-132.414,-68.3154,-132.564,-69.4542,-130.489,-69.4776,-130.438,-68.3377,20,10,40,15,15,30,A
ch2_cla_l1_20240701T125133195_20240701T125141195.fits,2024-07-01 12:51:33.195000,2024-07-01 12:51:41.195000,47.6224,76.4744,47.9597,75.3332,50.8534,75.3651,50.7619,76.509,20,10,40,15,15,30,A
ch2_cla_l1_20240701T152409767_20240701T152417767.fits,2024-07-01 15:24:09.767000,2024-07-01 15:24:17.767000,-130.111,-3.898,-130.128,-5.2377,-129.184,-5.2484,-129.168,-3.9087,20,10,40,15,15,30,A
ch2_cla_l1_20240701T133357195_20240701T133405195.fits,2024-07-01 13:33:57.195000,2024-07-01 13:34:05.195000,-129.326,-23.1119,-129.349,-24.4103,-128.365,-24.4213,-128.351,-23.1228,20,10,40,15,15,30,A
ch2_cla_l1_20240701T192130911_20240701T192138911.fits,2024-07-01 19:21:30.911000,2024-07-01 19:21:38.911000,-132.486,-16.4072,-132.508,-17.7219,-131.549,-17.7333,-131.533,-16.4186,20,10,40,15,15,30,A
ch2_cla_l1_20240701T090147848_20240701T090155848.fits,2024-07-01 09:01:47.848000,2024-07-01 09:01:55.848000,34.7115,86.958,40.1087,85.8165,50.8587,85.9325,49.5741,87.1199,20,10,40,15,15,30,A
ch2_cla_l1_20240701T193722911_20240701T193730911.fits,2024-07-01 19:37:22.911000,2024-07-01 19:37:30.911000,-134.275,-64.6881,-134.392,-65.8443,-132.568,-65.8661,-132.525,-64.709,20,10,40,15,15,30,A
ch2_cla_l1_20240701T110432112_20240701T110440112.fits,2024-07-01 11:04:32.112000,2024-07-01 11:04:40.112000,-126.473,75.3972,-126.544,74.141,-123.429,74.1072,-123.103,75.3606,20,10,40,15,15,30,A
ch2_cla_l1_20240701T171741826_20240701T171749826.fits,2024-07-01 17:17:41.826000,2024-07-01 17:17:49.826000,-131.071,5.2796,-131.087,3.9293,-130.134,3.9184,-130.116,5.2685,20,10,40,15,15,30,A
ch2_cla_l1_20240701T190258911_20240701T190306911.fits,2024-07-01 19:02:58.911000,2024-07-01 19:03:06.911000,-131.693,39.1428,-131.709,37.805,-130.522,37.7912,-130.484,39.1287,20,10,40,15,15,30,A
ch2_cla_l1_20240701T174557826_20240701T174605826.fits,2024-07-01 17:45:57.826000,2024-07-01 17:46:05.826000,-137.073,-80.6879,-137.891,-81.7747,-133.141,-81.8297,-132.863,-80.7366,20,10,40,15,15,30,A
ch2_cla_l1_20240701T114632112_20240701T114640112.fits,2024-07-01 11:46:32.112000,2024-07-01 11:46:40.112000,-128.971,-50.9926,-129.021,-52.1969,-127.722,-52.211,-127.702,-51.0064,20,10,40,15,15,30,A
ch2_cla_l1_20240701T094347848_20240701T094355848.fits,2024-07-01 09:43:47.848000,2024-07-01 09:43:55.848000,-127.319,-32.2763,-127.346,-33.5471,-126.306,-33.5583,-126.292,-32.2874,20,10,40,15,15,30,A
ch2_cla_l1_20240701T112304112_20240701T112312112.fits,2024-07-01 11:23:04.112000,2024-07-01 11:23:12.112000,-127.63,19.7704,-127.644,18.4096,-126.63,18.3985,-126.607,19.7593,20,10,40,15,15,30,A
ch2_cla_l1_20240701T112536112_20240701T112544112.fits,2024-07-01 11:25:36.112000,2024-07-01 11:25:44.112000,-127.723,12.1951,-127.737,10.8359,-126.76,10.8252,-126.741,12.1843,20,10,40,15,15,30,A
ch2_cla_l1_20240701T150721767_20240701T150729767.fits,2024-07-01 15:07:21.767000,2024-07-01 15:07:29.767000,-129.437,46.3995,-129.453,45.0693,-128.136,45.0546,-128.089,46.3845,20,10,40,15,15,30,A
ch2_cla_l1_20240701T134253196_20240701T134301196.fits,2024-07-01 13:42:53.196000,2024-07-01 13:43:01.196000,-130.044,-50.2505,-130.094,-51.4588,-128.809,-51.4731,-128.789,-50.2645,20,10,40,15,15,30,A
ch2_cla_l1_20240701T092043848_20240701T092051848.fits,2024-07-01 09:20:43.848000,2024-07-01 09:20:51.848000,-126.334,36.9415,-126.348,35.5896,-125.176,35.577,-125.142,36.9288,20,10,40,15,15,30,A
ch2_cla_l1_20240701T105808112_20240701T105816112.fits,2024-07-01 10:58:08.112000,2024-07-01 10:58:16.112000,37.5528,86.1814,41.1796,85.0293,50.1538,85.1274,49.2745,86.3101,20,10,40,15,15,30,A
ch2_cla_l1_20240701T191626911_20240701T191634911.fits,2024-07-01 19:16:26.911000,2024-07-01 19:16:34.911000,-132.247,-1.1801,-132.264,-2.5219,-131.322,-2.5331,-131.305,-1.1914,20,10,40,15,15,30,A
ch2_cla_l1_20240701T093651848_20240701T093659848.fits,2024-07-01 09:36:51.848000,2024-07-01 09:36:59.848000,-126.948,-11.3491,-126.966,-12.6775,-126.015,-12.6878,-126.001,-11.3593,20,10,40,15,15,30,A
ch2_cla_l1_20240701T185522911_20240701T185530911.fits,2024-07-01 18:55:22.911000,2024-07-01 18:55:30.911000,-131.247,61.9785,-131.277,60.6899,-129.466,60.6689,-129.363,61.9566,20,10,40,15,15,30,A
ch2_cla_l1_20240701T155833767_20240701T155841767.fits,2024-07-01 15:58:33.767000,2024-07-01 15:58:41.767000,50.9811,-69.4525,51.0358,-70.4435,52.7429,-70.4242,52.6051,-69.4342,20,10,40,15,15,30,A
ch2_cla_l1_20240701T184330911_20240701T184338911.fits,2024-07-01 18:43:30.911000,2024-07-01 18:43:38.911000,39.8893,83.0434,41.1406,81.8903,46.4897,81.9532,46.1359,83.1169,20,10,40,15,15,30,A
ch2_cla_l1_20240701T135037195_20240701T135045195.fits,2024-07-01 13:50:37.195000,2024-07-01 13:50:45.195000,-132.227,-74.044,-132.494,-75.1576,-129.752,-75.1879,-129.665,-74.0724,20,10,40,15,15,30,A
ch2_cla_l1_20240701T135605195_20240701T135613195.fits,2024-07-01 13:56:05.195000,2024-07-01 13:56:13.195000,59.5841,-87.8305,67.2621,-88.8598,92.154,-88.5494,75.0756,-87.6529,20,10,40,15,15,30,A
ch2_cla_l1_20240701T194058911_20240701T194106911.fits,2024-07-01 19:40:58.911000,2024-07-01 19:41:06.911000,-136.117,-75.797,-136.472,-76.9084,-133.376,-76.9452,-133.252,-75.8311,20,10,40,15,15,30,A
ch2_cla_l1_20240701T144609767_20240701T144617767.fits,2024-07-01 14:46:09.767000,2024-07-01 14:46:17.767000,47.9037,70.3144,48.066,69.1976,50.0514,69.2199,50.0017,70.3379,20,10,40,15,15,30,A
ch2_cla_l1_20240701T133333195_20240701T133341195.fits,2024-07-01 13:33:33.195000,2024-07-01 13:33:41.195000,-129.304,-21.9042,-129.327,-23.2062,-128.348,-23.2171,-128.333,-21.9151,20,10,40,15,15,30,A
ch2_cla_l1_20240701T111920112_20240701T111928112.fits,2024-07-01 11:19:20.112000,2024-07-01 11:19:28.112000,-127.493,30.9315,-127.506,29.5754,-126.405,29.5634,-126.377,30.9194,20,10,40,15,15,30,A
ch2_cla_l1_20240701T183842911_20240701T183850911.fits,2024-07-01 18:38:42.911000,2024-07-01 18:38:50.911000,45.9606,68.2635,46.0976,67.1573,47.8838,67.1783,47.8377,68.2855,20,10,40,15,15,30,A
ch2_cla_l1_20240701T114552112_20240701T114600112.fits,2024-07-01 11:45:52.112000,2024-07-01 11:46:00.112000,-128.89,-48.9535,-128.937,-50.1657,-127.681,-50.1794,-127.662,-48.9669,20,10,40,15,15,30,A
ch2_cla_l1_20240701T164733826_20240701T164741826.fits,2024-07-01 16:47:33.826000,2024-07-01 16:47:41.826000,37.5763,85.0282,39.8841,83.8751,47.0581,83.9576,46.4346,85.1304,20,10,40,15,15,30,A
ch2_cla_l1_20240701T100731848_20240701T100739848.fits,2024-07-01 10:07:31.848000,2024-07-01 10:07:39.848000,54.3875,-73.3387,54.461,-74.3339,56.5932,-74.3111,56.3904,-73.3174,20,10,40,15,15,30,A
ch2_cla_l1_20240701T173821826_20240701T173829826.fits,2024-07-01 17:38:21.826000,2024-07-01 17:38:29.826000,-132.6,-57.25,-132.672,-58.434,-131.191,-58.4512,-131.163,-57.2667,20,10,40,15,15,30,A
ch2_cla_l1_20240701T153313767_20240701T153321767.fits,2024-07-01 15:33:13.767000,2024-07-01 15:33:21.767000,-130.585,-31.2237,-130.612,-32.4985,-129.579,-32.5103,-129.564,-31.2353,20,10,40,15,15,30,A
ch2_cla_l1_20240701T130141195_20240701T130149195.fits,2024-07-01 13:01:41.195000,2024-07-01 13:01:49.195000,-127.627,73.7297,-127.688,72.4702,-124.85,72.439,-124.581,73.6961,20,10,40,15,15,30,A
ch2_cla_l1_20240701T085859848_20240701T085907848.fits,2024-07-01 08:58:59.848000,2024-07-01 08:59:07.848000,49.1168,78.4772,49.5707,77.3254,52.9661,77.3618,52.8541,78.5171,20,10,40,15,15,30,A
ch2_cla_l1_20240701T191842911_20240701T191850911.fits,2024-07-01 19:18:42.911000,2024-07-01 19:18:50.911000,-132.349,-7.9844,-132.368,-9.3159,-131.424,-9.3271,-131.408,-7.9956,20,10,40,15,15,30,A
ch2_cla_l1_20240701T105440112_20240701T105448112.fits,2024-07-01 10:54:40.112000,2024-07-01 10:54:48.112000,49.0141,75.6109,49.3104,74.4711,52.0403,74.5007,51.9614,75.6429,20,10,40,15,15,30,A
ch2_cla_l1_20240701T170205826_20240701T170213826.fits,2024-07-01 17:02:05.826000,2024-07-01 17:02:13.826000,-130.412,51.9977,-130.432,50.6818,-128.987,50.6654,-128.927,51.9809,20,10,40,15,15,30,A
ch2_cla_l1_20240701T170437826_20240701T170445826.fits,2024-07-01 17:04:37.826000,2024-07-01 17:04:45.826000,-130.542,44.3944,-130.558,43.0628,-129.283,43.0483,-129.239,44.3795,20,10,40,15,15,30,A
ch2_cla_l1_20240701T155017767_20240701T155025767.fits,2024-07-01 15:50:17.767000,2024-07-01 15:50:25.767000,-138.583,-83.5651,-140.335,-84.631,-133.218,-84.7118,-132.627,-83.6325,20,10,40,15,15,30,A
ch2_cla_l1_20240701T131045196_20240701T131053196.fits,2024-07-01 13:10:45.196000,2024-07-01 13:10:53.196000,-128.361,46.4337,-128.376,45.1014,-127.056,45.0869,-127.009,46.4189,20,10,40,15,15,30,A
ch2_cla_l1_20240701T100139848_20240701T100147848.fits,2024-07-01 10:01:39.848000,2024-07-01 10:01:47.848000,-145.359,-87.0985,-155.534,-88.0724,-136.314,-88.2886,-132.57,-87.2379,20,10,40,15,15,30,A
ch2_cla_l1_20240701T095107848_20240701T095115848.fits,2024-07-01 09:51:07.848000,2024-07-01 09:51:15.848000,-128.028,-54.6325,-128.087,-55.8215,-126.698,-55.8364,-126.677,-54.647,20,10,40,15,15,30,A
ch2_cla_l1_20240701T090635848_20240701T090643848.fits,2024-07-01 09:06:35.848000,2024-07-01 09:06:43.848000,-125.071,79.4512,-125.192,78.2068,-121.094,78.1629,-120.506,79.4023,20,10,40,15,15,30,A
ch2_cla_l1_20240701T174253826_20240701T174301826.fits,2024-07-01 17:42:53.826000,2024-07-01 17:43:01.826000,-133.958,-71.2056,-134.159,-72.3344,-131.792,-72.3618,-131.723,-71.2315,20,10,40,15,15,30,A
ch2_cla_l1_20240701T113144112_20240701T113152112.fits,2024-07-01 11:31:44.112000,2024-07-01 11:31:52.112000,-127.964,-6.1794,-127.981,-7.5169,-127.035,-7.5273,-127.02,-6.1897,20,10,40,15,15,30,A
ch2_cla_l1_20240701T140109195_20240701T140117195.fits,2024-07-01 14:01:09.195000,2024-07-01 14:01:17.195000,52.1824,-71.9967,52.2501,-72.9928,54.2222,-72.971,54.044,-71.9761,20,10,40,15,15,30,A
ch2_cla_l1_20240701T092411848_20240701T092419848.fits,2024-07-01 09:24:11.848000,2024-07-01 09:24:19.848000,-126.463,26.5772,-126.476,25.2161,-125.412,25.2047,-125.387,26.5657,20,10,40,15,15,30,A
ch2_cla_l1_20240701T093203848_20240701T093211848.fits,2024-07-01 09:32:03.848000,2024-07-01 09:32:11.848000,-126.751,3.0521,-126.766,1.6995,-125.812,1.6892,-125.795,3.0417,20,10,40,15,15,30,A
ch2_cla_l1_20240701T172629826_20240701T172637826.fits,2024-07-01 17:26:29.826000,2024-07-01 17:26:37.826000,-131.478,-21.1635,-131.501,-22.467,-130.525,-22.4783,-130.51,-21.1748,20,10,40,15,15,30,A
ch2_cla_l1_20240701T145449767_20240701T145457767.fits,2024-07-01 14:54:49.767000,2024-07-01 14:54:57.767000,-127.011,84.2208,-127.433,83.001,-120.804,82.9264,-119.037,84.1309,20,10,40,15,15,30,A
ch2_cla_l1_20240701T174701826_20240701T174709826.fits,2024-07-01 17:47:01.826000,2024-07-01 17:47:09.826000,-140.428,-83.978,-142.487,-85.0415,-134.776,-85.1312,-134.059,-84.0519,20,10,40,15,15,30,A
ch2_cla_l1_20240701T125229195_20240701T125237195.fits,2024-07-01 12:52:29.195000,2024-07-01 12:52:37.195000,46.4312,79.3429,46.9677,78.1921,50.6077,78.2322,50.4677,79.3874,20,10,40,15,15,30,A
ch2_cla_l1_20240701T131653195_20240701T131701195.fits,2024-07-01 13:16:53.195000,2024-07-01 13:17:01.195000,-128.611,28.0737,-128.625,26.7175,-127.553,26.7057,-127.526,28.0617,20,10,40,15,15,30,A
ch2_cla_l1_20240701T090555848_20240701T090603848.fits,2024-07-01 09:05:55.848000,2024-07-01 09:06:03.848000,-124.78,81.4731,-124.96,80.2361,-120.072,80.1837,-119.206,81.4134,20,10,40,15,15,30,A
ch2_cla_l1_20240701T145801767_20240701T145809767.fits,2024-07-01 14:58:01.767000,2024-07-01 14:58:09.767000,-128.624,74.5114,-128.693,73.2569,-125.745,73.2238,-125.448,74.4758,20,10,40,15,15,30,A
ch2_cla_l1_20240701T110728112_20240701T110736112.fits,2024-07-01 11:07:28.112000,2024-07-01 11:07:36.112000,-126.873,66.5342,-126.905,65.2495,-124.798,65.2266,-124.661,66.5102,20,10,40,15,15,30,A
ch2_cla_l1_20240701T184906911_20240701T184914911.fits,2024-07-01 18:49:06.911000,2024-07-01 18:49:14.911000,-129.909,80.943,-130.117,79.7153,-125.529,79.6616,-124.722,80.8822,20,10,40,15,15,30,A
ch2_cla_l1_20240701T154225767_20240701T154233767.fits,2024-07-01 15:42:25.767000,2024-07-01 15:42:33.767000,-131.611,-59.2843,-131.69,-60.459,-130.138,-60.4765,-130.109,-59.3013,20,10,40,15,15,30,A
ch2_cla_l1_20240701T131301195_20240701T131309195.fits,2024-07-01 13:13:01.195000,2024-07-01 13:13:09.195000,-128.459,39.6427,-128.474,38.2989,-127.27,38.2857,-127.233,39.6292,20,10,40,15,15,30,A
